sku,alto,inventario,id_seccion,id_linea,ancho,skuFabricante,peso_bruto,volumen,precio,upc,marca,serie,seccion,moneda,id_marca,descripcion,id_serie,peso_neto,largo,linea,image_url,precio_final,stock
723844000035-T,1.4,Array,6810,8983,7.8,HDTB420XK3AA,1.49,0,52.21,723844000035,TOSHIBA,2TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 2TB HDTB420XK3AA USB 3.0 BASICS NEGRO",7118,1.49,10.9,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000035-T.jpg,1454,104
723844000028-T,1.4,Array,6810,8983,7.8,HDTB410XK3AA,0.15,,39.11,723844000028,TOSHIBA,1TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO USB 3.0 TOSHIBA 1TB HDTB410XK3AA BASICS  NEGRO     ",10477,0.15,10.9,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000028-T.jpg,1089,256
723844000684-T,7.8,Array,6810,8983,14,HDTCA20XK3AA,0.15,,57.05,723844000684,TOSHIBA,2TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 2TB HDTCA20XK3AA ADVANCE V10 NEGRO",7118,0.15,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000684-T.jpg,1588,90
4547808810739-T,7,Array,6810,11458,6.98,HDWL110UZSVA,0.12,,36.74,4547808810739,TOSHIBA,1TB,COMPONENTES,USD,6887,"DISCO DURO INTERNO TOSHIBA 1TB L200 2.5 HDWL110UZSVA 64MB 5400RPM",10477,0.12,10,"DISCOS INTERNOS",https://drakelfo.local/pch-importer/images/4547808810739-T.jpg,1023,246
723844000776-T,7.8,Array,6810,8983,14,HDTCA20XW3AA,0.15,,57.06,723844000776,TOSHIBA,2TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 2TB HDTCA20XW3AA ADVANCE V10 BLANCO",7118,0.15,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000776-T.jpg,1589,33
723844000844-T,8,Array,6810,8983,19.5,HDTX140XK3CA,0.21,,95.73,723844000844,TOSHIBA,4TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 4TB HDTX140XK3CA USB 3.0 CANVIO GAMING NEG",10478,0.21,11.1,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000844-T.jpg,2665,65
723844000677-T,7.8,Array,6810,8983,14,HDTCA10XK3AA,0.15,,41.16,723844000677,TOSHIBA,1TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 1TB HDTCA10XK3AA ADVANCE V10 NEGRO",10477,0.15,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000677-T.jpg,1146,2
723844000691-T,7.8,Array,6810,8983,19,HDTCA40XK3CA,0.22,,83.42,723844000691,TOSHIBA,4TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 4TB HDTCA40XK3CA ADVANCE V10 NEGRO",10478,0.22,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000691-T.jpg,2322,99
723844000745-T,7.8,Array,6810,8983,14,HDTCA20XR3AA,0.15,,57.05,723844000745,TOSHIBA,2TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 2TB HDTCA20XR3AA ADVANCE V10 ROJO",7118,0.15,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000745-T.jpg,1588,84
723844000783-T,7.8,Array,6810,8983,19,HDTCA40XW3CA,0.15,,84.82,723844000783,TOSHIBA,4TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 4TB HDTCA40XW3CA ADVANCE V10 BLANCO",10478,0.15,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000783-T.jpg,2361,21
723844000752-T,7.8,Array,6810,8983,19,HDTCA40XR3CA,0.22,,84.82,723844000752,TOSHIBA,4TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 4TB HDTCA40XR3CA ADVANCE V10 ROJO",10478,0.22,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000752-T.jpg,2361,44
723844000769-T,7.8,Array,6810,8983,14,HDTCA10XW3AA,0.15,,41.16,723844000769,TOSHIBA,1TB,COMPONENTES,USD,6887,"DISCO DURO EXTERNO TOSHIBA 1TB HDTCA10XW3AA ADVANCE V10 BLANCO",10477,0.15,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/723844000769-T.jpg,1146,118
618996725021-T,2.61,Array,6810,11458,10.18,HDWD110UZSVA,0.45,,34.01,618996725021,TOSHIBA,1TB,COMPONENTES,USD,6887,"DISCO DURO INTERNO TOSHIBA 1TB HDWD110UZSVA 3.5""P300  64MB 7200RPM    ",10477,0.45,14.7,"DISCOS INTERNOS",https://drakelfo.local/pch-importer/images/618996725021-T.jpg,947,364
0814914022917-P,4.2,Array,6850,10624,12.9,PV530OULK,0.13,,14.34,814914022917,PATRIOT,GAMER,"TECLADOS & MOUSES",USD,7003,"MOUSE GAMER PATRIOT VIPER V530 RGB OPTICAL 4000DPI (PV530OULK)",10479,0.13,7.1,MOUSE,https://drakelfo.local/pch-importer/images/0814914022917-P.jpg,399,1
0814914025192-P,4.2,Array,6850,10624,12.5,PV551OUXK,0.15,,25.96,814914025192,PATRIOT,GAMER,"TECLADOS & MOUSES",USD,7003,"MOUSE GAMER PATRIOT VIPER V551 RGB OPTICAL 12000DPI NEGRO (PV551OUXK)",10479,0.15,7,MOUSE,https://drakelfo.local/pch-importer/images/0814914025192-P.jpg,723,6
0814914023891-P,4.4,Array,6850,10624,8,PV570LUXWAK,0.16,,31.83,814914023891,PATRIOT,GAMER,"TECLADOS & MOUSES",USD,7003,"MOUSE GAMER PATRIOT VIPER V570 RGB LASER 12000DPI NEGRO (PV570LUXWAK)",10479,0.16,13.3,MOUSE,https://drakelfo.local/pch-importer/images/0814914023891-P.jpg,886,3
0814914026137-P,4.54,Array,6810,10517,0.71,PVB416G300C6K,1.04,,77.62,814914026137,PATRIOT,16GB,COMPONENTES,USD,7003,"MEM DDR4 PATRIOT VIPER BLACKOUT 16GB(2x8GB)3000MHZ UDIMM PVB416G300C6K",10480,1.04,13.57,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/0814914026137-P.jpg,2161,39
0814914026243-P,4.44,Array,6810,10517,0.7,PVB416G400C9K,0.96,,110.99,814914026243,PATRIOT,16GB,COMPONENTES,USD,7003,"MEM DDR4 PATRIOT VIPER BLACKOUT 16GB(2x8GB)4000MHZ UDIMM PVB416G400C9K",10480,0.96,13.57,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/0814914026243-P.jpg,3090,9
0814914027257-P,4.54,Array,6810,10517,0.82,PVR416G400C9K,0.1,,114.97,814914027257,PATRIOT,16GB,COMPONENTES,USD,7003,"MEMORIA DDR4 PATRIOT VIPER RGB 16GB(2X8GB)4000MHZ UDIMM PVR416G400C9K",10480,0.1,13.57,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/0814914027257-P.jpg,3201,1
0814914025477-P,4.54,Array,6810,10517,4.54,PVR416G413C9K,0.1,,133.27,814914025477,PATRIOT,16GB,COMPONENTES,USD,7003,"MEMORIA DDR4 PATRIOT VIPER RGB 16GB(2X8GB)4133MHZ UDIMM PVR416G413C9K",10480,0.1,13.57,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/0814914025477-P.jpg,3710,11
0814914025093-P,4.44,Array,6810,10517,0.7,PVS416G413C9K,0.96,,112.64,814914025093,PATRIOT,16GB,COMPONENTES,USD,7003,"MEM DDR4 PATRIOT VIPER STEEL 16GB (2X8GB) 4133MHZ UDIMM PVS416G413C9K",10480,0.96,13.57,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/0814914025093-P.jpg,3136,14
0814914024935-P,4.44,Array,6810,10517,0.7,PVS416G440C9K,0.96,,121.22,814914024935,PATRIOT,16GB,COMPONENTES,USD,7003,"MEM DDR4 PATRIOT VIPER STEEL 16GB (2X8GB) 4400MHZ UDIMM PVS416G440C9K",10480,0.96,13.57,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/0814914024935-P.jpg,3375,2
0814914025901-P,3,Array,6810,11510,0.38,PVS48G240C5S,0.95,,29.73,814914025901,PATRIOT,8GB,COMPONENTES,USD,7003,"MEMORIA DDR4 PATRIOT VIPER STEEL 8GB 2400MHZ SODIMM (PVS48G240C5S)",10482,0.95,6.9,"RAM PARA LAPTOP",https://drakelfo.local/pch-importer/images/0814914025901-P.jpg,828,1
0814914025925-P,3,Array,6810,11510,6.9,PVS48G266C8S,0.95,,29.73,814914025925,PATRIOT,8GB,COMPONENTES,USD,7003,"MEMORIA DDR4 PATRIOT VIPER STEEL 8GB 2666MHZ SODIMM (PVS48G266C8S)",10482,0.95,0.3,"RAM PARA LAPTOP",https://drakelfo.local/pch-importer/images/0814914025925-P.jpg,828,7
0814914024096-P,3,Array,6850,11521,32,PV150C2K,0.27,,12.51,814914024096,PATRIOT,GAMER,"TECLADOS & MOUSES",USD,7003,"MOUSE PAD GAMER PATRIOT VIPER LARGE (PV150C2K) ",10479,0.27,45,TAPETES,https://drakelfo.local/pch-importer/images/0814914024096-P.jpg,348,1
0814914023709-P,2.8,Array,6850,11521,37.6,PV160UXK,0.59,,23.37,814914023709,PATRIOT,GAMER,"TECLADOS & MOUSES",USD,7003,"MOUSE PAD GAMER PATRIOT VIPER RGB (PV160UXK)",10479,0.59,25.2,TAPETES,https://drakelfo.local/pch-importer/images/0814914023709-P.jpg,651,11
0814914025048-P,7.7,Array,6850,11528,46.6,PV765MBWUXMGM,1.13,,65.17,814914025048,PATRIOT,GAMER,"TECLADOS & MOUSES",USD,7003,"TECLADO GAMER PATRIOT VIPER V765 LED RGB MECANICO (PV765MBWUXMGM)",10479,1.13,20.3,TECLADOS,https://drakelfo.local/pch-importer/images/0814914025048-P.jpg,1814,4
0814914022900-P,22.9,Array,6850,11528,3.8,PV770MRUMXGM,1.4,,89.7,814914022900,PATRIOT,GAMER,"TECLADOS & MOUSES",USD,7003,"TECLADO GAMER PATRIOT VIPER V770 LED RGB MECANICO (PV770MRUMXGM)",10479,1.4,49.5,TECLADOS,https://drakelfo.local/pch-importer/images/0814914022900-P.jpg,2497,26
740617220605-K,5.1,Array,6810,11465,16.5,SNA-B,0.47,,12.59,740617220605,KINGSTON,KIT,COMPONENTES,USD,7004,"KIT DE INSTALACION SSD KINGSTON SNA-B, SATA, 2.5(SNA-B)             ",10494,0.47,5.1,ENCLOSURES,https://drakelfo.local/pch-importer/images/740617220605-K.jpg,351,85
740617219692-K,15.2,Array,6810,11533,5.7,SNA-DC2/35,0.13,,12.97,740617219692,KINGSTON,CONVERTIDOR,COMPONENTES,USD,7004,"CONVERTIDOR SSD 2.5"" A 3.5"" (SNA-DC2/35)           ",10495,0.13,20.3,"UNIDADES SSD",https://drakelfo.local/pch-importer/images/740617219692-K.jpg,361,12
740617274127-K,10.01,Array,6810,11534,0.7,SUV500M8/240G,0.04,,34.03,740617274127,KINGSTON,240GB,COMPONENTES,USD,7004,"UNIDAD SSD KINGSTON 240GB SUV500M8 M.2(SUV500M8/240G)                 ",10485,0.04,6.99,"UNIDADES SSD M.2",https://drakelfo.local/pch-importer/images/740617274127-K.jpg,947,1
740617299595-K,10.01,Array,6810,11533,0.7,SA400S37/1920G,0.04,,185.52,740617299595,KINGSTON,2TB,COMPONENTES,USD,7004,"UNIDAD SSD KINGSTON 1920GB SATA 3 2.5"" SA400S37/1920G 500/450 MB/S R/W ",7118,0.04,6.99,"UNIDADES SSD",https://drakelfo.local/pch-importer/images/740617299595-K.jpg,5165,13
740617300116-K,10.01,Array,6810,11533,0.7,SKC600/1024G,0.13,,117.52,740617300116,KINGSTON,1TB,COMPONENTES,USD,7004,"UNIDAD SSD KINGSTON SKC600 1TB SATA 3 2.5"" (SKC600/1024G)             ",10477,0.13,6.99,"UNIDADES SSD",https://drakelfo.local/pch-importer/images/740617300116-K.jpg,3272,4
740617300161-K,10.01,Array,6810,11533,0.7,SKC600/256G,0.13,,38.36,740617300161,KINGSTON,256GB,COMPONENTES,USD,7004,"UNIDAD SSD KINGSTON SKC600 256GB SATA 3 2.5"" (SKC600/256G)            ",10496,0.13,6.99,"UNIDADES SSD",https://drakelfo.local/pch-importer/images/740617300161-K.jpg,1068,25
740617303506-K,0.8,Array,6810,11534,0.13,SA400M8/480G,0.67,,46.83,740617303506,KINGSTON,480GB,COMPONENTES,USD,7004,"UNIDAD SSD KINGSTON SSDNOW A400 480GB M.2 2280 (SA400M8/480G)         ",10486,0.67,0.22,"UNIDADES SSD M.2",https://drakelfo.local/pch-importer/images/740617303506-K.jpg,1304,1
740617288643-K,10.01,Array,6810,11534,0.7,SA400M8/120G,0.04,,22.34,740617288643,KINGSTON,120GB,COMPONENTES,USD,7004,"UNIDAD SSD KINGSTON SSDNOW A400 120GB M.2 2280(SA400M8/120G)          ",10484,0.04,6.99,"UNIDADES SSD M.2",https://drakelfo.local/pch-importer/images/740617288643-K.jpg,622,60
740617280647-K,0.55,Array,6810,11510,7.25,KVR26S19S6/4,0.04,,18.34,740617280647,KINGSTON,4GB,COMPONENTES,USD,7004,"MEMORIA SODIMM DDR4 KINGSTON 4GB 2666MHZ(KVR26S19S6/4)                ",10493,0.04,5.1,"RAM PARA LAPTOP",https://drakelfo.local/pch-importer/images/740617280647-K.jpg,511,1
740617311310-K,4.44,Array,6810,10517,0.7,KVR26N19S6/8,0.96,,30.94,740617311310,KINGSTON,8GB,COMPONENTES,USD,7004,"MEMORIA DDR4 KINGSTON 8GB 2666MHZ GEN 16GBITS (KVR26N19S6/8)          ",10482,0.96,13.33,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/740617311310-K.jpg,861,38
740617310870-K,4.44,Array,6810,10517,0.7,KVR32N22S6/8,0.96,,31.47,740617310870,KINGSTON,8GB,COMPONENTES,USD,7004,"MEMORIA DDR4 KINGSTON 8GB 3200MHZ GEN 16GBITS (KVR32N22S6/8)          ",10482,0.96,13.57,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/740617310870-K.jpg,876,1
740617270907-K,0.55,Array,6810,10517,7.25,KVR26N19S8/8,0.04,,30.94,740617270907,KINGSTON,8GB,COMPONENTES,USD,7004,"MEMORIA DDR4 KINGSTON 8GB 2666Mhz(KVR26N19S8/8)                       ",10482,0.04,5.1,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/740617270907-K.jpg,861,19
740617220551-K,10,Array,6810,11533,1.5,SNA-BR2/35,0.21,,1.33,740617220551,KINGSTON,CONVERTIDOR,COMPONENTES,USD,7004,"CONVERTIDOR SSD KINGSTON 2.5"" A 3.5"" (SNA-BR2/35)                     ",10495,0.21,6.98,"UNIDADES SSD",https://drakelfo.local/pch-importer/images/740617220551-K.jpg,37,36
740617282733-K,0.55,Array,6810,10517,7.25,KVR26N19S6/4,0.04,,18.36,740617282733,KINGSTON,4GB,COMPONENTES,USD,7004,"MEMORIA DDR4 KINGSTON 4GB 2666Mhz(KVR26N19S6/4)                       ",10493,0.04,5.1,"RAM PARA DESKTOP",https://drakelfo.local/pch-importer/images/740617282733-K.jpg,511,1
4713218465474-A,13.27,Array,6810,8983,1.62,AHD330-1TU31-CBL,0.19,,39.77,4713218465474,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD330 1TB 3.1 AZUL (AHD330-1TU31-CBL)        ",10477,0.19,8.89,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465474-A.jpg,1107,75
4713218465467-A,13.27,Array,6810,8983,1.62,AHD330-1TU31-CBK,0.19,,39.77,4713218465467,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD330 1TB 3.1 NEGRO (AHD330-1TU31-CBK)       ",10477,0.19,8.89,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465467-A.jpg,1107,99
4713218465504-A,13.27,Array,6810,8983,1.62,AHD330-2TU31-CBL,0.19,,54.52,4713218465504,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD330 2TB 3.1 AZUL (AHD330-2TU31-CBL)        ",7118,0.19,8.89,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465504-A.jpg,1518,19
4713218465498-A,13.27,Array,6810,8983,1.62,AHD330-2TU31-CBK,0.19,,54.99,4713218465498,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD330 2TB 3.1 NEGRO (AHD330-2TU31-CBK)       ",7118,0.19,8.89,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465498-A.jpg,1531,105
4713218465511-A,16.2,Array,6810,8983,3.5,AHD330-2TU31-CRD,0.19,,54.51,4713218465511,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD330 2TB 3.1 ROJO (AHD330-2TU31-CRD)        ",7118,0.19,13.2,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465511-A.jpg,1518,15
4713218465528-A,13.27,Array,6810,8983,1.62,AHD330-4TU31-CBK,0.19,,86.77,4713218465528,ADATA,4TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD330 4TB 3.1 NEGRO (AHD330-4TU31-CBK)       ",10478,0.19,8.89,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465528-A.jpg,2416,64
4713435799154-A,2.1,Array,6810,8983,8.1,AHD650-1TU31-CBK,0.39,,39.77,4713435799154,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD650 1TB 2.5 3.1 NEGRO (AHD650-1TU31-CBK)   ",10477,0.39,12.1,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713435799154-A.jpg,1107,60
4713435799130-A,8.1,Array,6810,8983,2.1,AHD650-1TU31-CRD,0.2,,39.78,4713435799130,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD650 1TB 2.5 3.1ROJO (AHD650-1TU31-CRD)     ",10477,0.2,12.1,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713435799130-A.jpg,1107,56
4713218460455-A,0.17,Array,6810,8983,3.95,AHD650-2TU31-CBK,0.29,,54.76,4713218460455,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD650 2TB 2.5 3.1 NEGRO (AHD650-2TU31-CBK)   ",7118,0.29,0.13,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218460455-A.jpg,1525,21
4713218460707-A,0.17,Array,6810,8983,3.95,AHD650-2TU31-CRD,0.29,,54.53,4713218460707,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD650 2TB 2.5 3.1 ROJO (AHD650-2TU31-CRD)    ",7118,0.29,0.13,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218460707-A.jpg,1518,42
4713218460479-A,0.17,Array,6810,8983,3.95,AHD650-4TU31-CBK,0.29,,85.44,4713218460479,ADATA,4TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD650 4TB 2.5 3.1 NEGRO (AHD650-4TU31-CBK)   ",10478,0.29,0.13,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218460479-A.jpg,2379,6
4713218460394-A,13.3,Array,6810,8983,2.15,AHD710P-1TU31-CBK,0.27,,43.7,4713218460394,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD710 PRO 1TB 3.1 NEGRO (AHD710P-1TU31-CBK)  ",10477,0.27,9.85,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218460394-A.jpg,1217,70
4713218460677-A,0.17,Array,6810,8983,3.95,AHD710P-2TU31-CBL,0.31,,58.24,4713218460677,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD710 PRO 2TB 3.1 AZUL (AHD710P-2TU31-CBL)   ",7118,0.31,0.13,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218460677-A.jpg,1621,15
4713218460424-A,1.75,Array,6810,8983,3.95,AHD710P-2TU31-CBK,0.31,,57.93,4713218460424,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD710 PRO 2TB 3.1 NEGRO (AHD710P-2TU31-CBK ) ",7118,0.31,1.3,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218460424-A.jpg,1613,27
4713218461209-A,0.17,Array,6810,8983,3.95,AHD710P-4TU31-CBK,0.31,,89.05,4713218461209,ADATA,4TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD710 PRO 4TB 3.1 NEGRO (AHD710P-4TU31-CBK ) ",10478,0.31,0.13,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218461209-A.jpg,2479,16
4713218463074-A,13.33,Array,6810,8983,2.67,AHD710P-5TU31-CBK,0.39,,114.4,4713218463074,ADATA,5TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD710 PRO 5TB NEGRO (AHD710P-5TU31-CBK)      ",10501,0.39,9.85,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218463074-A.jpg,3185,12
4713218464095-A,20,Array,6810,8983,5,AHD710MP-1TU31-CCF,0.45,,43.23,4713218464095,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD710M PRO 1TB 3.1 CAMUF AHD710MP-1TU31-CCF  ",10477,0.45,18,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218464095-A.jpg,1204,28
4713218464101-A,20,Array,6810,8983,5,AHD710MP-2TU31-CCF,0.45,,57.45,4713218464101,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD710M PRO 2TB 3.1 CAMUF AHD710MP-2TU31-CCF  ",7118,0.45,18,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218464101-A.jpg,1599,38
4712366963351-A,12.94,Array,6810,8983,2.02,AHD720-1TU31-CBK,0.21,,43.2,4712366963351,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD720 1TB 3.1 NEGRO (AHD720-1TU31-CBK)       ",10477,0.21,9.79,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4712366963351-A.jpg,1203,15
4712366963399-A,12.94,Array,6810,8983,2.02,AHD720-2TU31-CBL,0.21,,57.45,4712366963399,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD720 2TB 3.1 AZUL (AHD720-2TU31-CBL)        ",7118,0.21,9.79,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4712366963399-A.jpg,1599,3
4712366963382-A,12.94,Array,6810,8983,0.88,AHD720-2TU31-CBK,0.21,,57.48,4712366963382,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HD720 2TB 3.1 NEGRO (AHD720-2TU31-CBK)       ",7118,0.21,9.79,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4712366963382-A.jpg,1600,20
4710273771823-A,17.73,Array,6810,8983,3.4,AHM800-4TU32G1-CUSB,0.8,,74.63,4710273771823,ADATA,4TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HM800 4TB 3.2 NGO ( AHM800-4TU32G1-CUSBK )   ",10478,0.8,11.7,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4710273771823-A.jpg,2078,75
4710273771830-A,17.73,Array,6810,8983,3.4,AHM800-6TU32G1-CUSB,0.74,,121.03,4710273771830,ADATA,6TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HM800 6TB 3.2 NGO ( AHM800-6TU32G1-CUSBK )   ",10502,0.74,11.7,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4710273771830-A.jpg,3369,7
4710273771847-A,117.73,Array,6810,8983,3.4,AHM800-8TU32G1-CUSB,0.77,,165.97,4710273771847,ADATA,8TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HM800 8TB 3.2 NGO ( AHM800-8TU32G1-CUSBK )   ",10503,0.77,11.7,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4710273771847-A.jpg,4621,37
4713218464996-A,12.5,Array,6810,8983,10.3,AHV300-1TU31-CBL,0.14,,38.06,4713218464996,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HV300 1TB 3.1 AZUL (AHV300-1TU31-CBL)        ",10477,0.14,8.05,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218464996-A.jpg,1060,21
4713218464972-A,12.5,Array,6810,8983,10.3,AHV300-1TU31-CBK,0.15,,38.54,4713218464972,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HV300 1TB 3.1 NEGRO (AHV300-1TU31-CBK)       ",10477,0.15,8.05,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218464972-A.jpg,1073,23
4713218465009-A,12.5,Array,6810,8983,10.3,AHV300-1TU31-CRD,0.14,,38.07,4713218465009,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HV300 1TB 3.1 ROJO (AHV300-1TU31-CRD)        ",10477,0.14,80.05,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465009-A.jpg,1060,57
4713218465030-A,12.57,Array,6810,8983,1.03,AHV300-2TU31-CBL,0.25,,52.04,4713218465030,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HV300 2TB 3.1 AZUL (AHV300-2TU31-CBL)        ",7118,0.25,8.05,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465030-A.jpg,1449,14
4713218465023-A,12.5,Array,6810,8983,10.3,AHV300-2TU31-CWH,0.25,,51.87,4713220000000,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HV300 2TB 3.1 BLANCO (AHV300-2TU31-CWH)      ",7118,0.25,80.05,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465023-A.jpg,1444,31
4713218465016-A,12.5,Array,6810,8983,10.3,AHV300-2TU31-CBK,0.25,,51.56,4713218465016,ADATA,2TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HV300 2TB 3.1 NEGRO (AHV300-2TU31-CBK)       ",7118,0.25,80.05,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218465016-A.jpg,1435,45
4713218461803-A,11.5,Array,6810,8983,1.15,AHV620S-1TU31-CWH,0.23,,38.07,4713218461803,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HV620S 1TB 3.1 BLANCO (AHV620S-1TU31-CWH)    ",10477,0.23,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218461803-A.jpg,1060,22
4713218461100-A,11.5,Array,6810,8983,1.15,AHV620S-1TU31-CBK,0.23,,38.06,4713218461100,ADATA,1TB,COMPONENTES,USD,7005,"DISCO DURO EXTERNO ADATA HV620S 1TB 3.1 NEGRO (AHV620S-1TU31-CBK)     ",10477,0.23,7.8,"DISCOS EXTERNOS",https://drakelfo.local/pch-importer/images/4713218461100-A.jpg,1060,20
